Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/13",,,,,,,,,,,,,,
,70,0.46,,,,219.4,,0.02,,,,18.9,,,,1,,
,72,0.48,,,,220.4,,0.02,,,,18.9,,,,1,,
,76,0.5,,,,221.3,,0.02,,,,18.9,,,,0.9,,
,78,0.52,,,,222.3,,0.02,,,,18.9,,,,1,,
,82,0.54,,,,223.2,,0.02,,,,18.9,,,,0.9,,
,85,0.56,,,,223.9,,0.02,,,,18.9,,,,0.7,,
,88,0.58,,,,224.7,,0.02,,,,18.9,,,,0.8,,
,91,0.6,,,,225.4,,0.02,,,,18.9,,,,0.7,,
,94,0.62,,,,226.2,,0.02,,,,18.9,,,,0.8,,
,97,0.64,,,,226.9,,0.02,,,,18.9,,,,0.7,,
,100,0.66,,,,227.6,,0.02,,,,18.9,,,,0.7,,
,103,0.68,,,,228.4,,0.02,,,,18.9,,,,0.8,,
,106,0.7,,,,229.1,,0.02,,,,18.9,,,,0.7,,
,109,0.72,,,,229.7,,0.02,,,,18.9,,,,0.6,,
,112,0.74,,,,230.3,,0.02,,,,18.9,,,,0.6,,
,115,0.76,,,,230.9,,0.02,,,,18.9,,,,0.6,,
,118,0.78,,,,231.5,,0.02,,,,18.9,,,,0.6,,
,121,0.8,,,,232,,0.02,,,,18.9,,,,0.5,,
,124,0.82,,,,232.6,,0.02,,,,18.9,,,,0.6,,
,127,0.84,,,,233.1,,0.02,,,,18.9,,,,0.5,,
,130,0.86,,,,233.7,,0.02,,,,18.9,,,,0.6,,
,133,0.88,,,,234.2,,0.02,,,,18.9,,,,0.5,,
,136,0.9,,,,234.8,,0.02,,,,18.9,,,,0.6,,
,139,0.92,,,,235.3,,0.02,,,,18.9,,,,0.5,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-62.4,,,,,,19,,,,,,,
,2,,,,-62.4,,,,,,19,,,,0,,,
,3,,,,-62.4,,,,,,19,,,,0,,,
,4,,,,-62.4,,,,,,19,,,,0,,,
,5,,,,-62.4,,,,,,19,,,,0,,,
,6,,,,-62.4,,,,,,19,,,,0,,,
,7,,,,-62.4,,,,,,19,,,,0,,,
,8,,,,-62.4,,,,,,19,,,,0,,,
,9,,,,-62.5,,,,,,19,,,,-0.1,,,
,10,,,,-62.4,,,,,,19,,,,0.1,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-62.5,,,,,,19,,,,,,
,1,0.001,,,,-62.5,,,0.001,,,19,,0,,,,
,2,0.005,,,,-62.5,,,0.004,,,19,,0,,,,
,3,0.011,,,,-62.4,,,0.006,,,19,,0.1,,,,
,4,0.02,,,,-61.8,,,0.009,,,19,,0.6,,,,
,5,0.0345,,,,-60.4,,,0.0145,,,19,,1.4,,,,
,6,0.0555,,,,-58.1,,,0.021,,,19,,2.3,,,,
,7,0.0805,,,,-54,,,0.025,,,19,,4.1,,,,
,8,0.1145,,,,-48.3,,,0.034,,,19,,5.7,,,,
,9,0.1575,,,,-40,,,0.043,,,19,,8.3,,,,
,10,0.21,,,,-28.6,,,0.0525,,,19,,11.4,,,,
,11,0.273,,,,-16.1,,,0.063,,,19,,12.5,,,,
,12,0.3405,,,,-4,,,0.0675,,,19,,12.1,,,,
,13,0.4265,,,,8,,,0.086,,,19,,12,,,,
,14,0.526,,,,21.5,,,0.0995,,,19,,13.5,,,,
,15,0.639,,,,36.6,,,0.113,,,19,,15.1,,,,
,16,0.7655,,,,54.9,,,0.1265,,,19,,18.3,,,,
,17,0.9035,,,,76.8,,,0.138,,,19,,21.9,,,,
,18,0.991,,,,99.2,,,0.0875,,,19,,22.4,,,,
,19,0.9915,,,,105.2,,,0.0005,,,19,,6,,,,
,20,0.995,,,,103.4,,,0.0035,,,19,,-1.8,,,,
,21,0.9995,,,,103.8,,,0.0045,,,19.1,,0.4,,,,
,22,1.0065,,,,105.8,,,0.007,,,19.1,,2,,,,
,23,1.017,,,,109.6,,,0.0105,,,19.1,,3.8,,,,
,24,1.031,,,,113.2,,,0.014,,,19.1,,3.6,,,,
,25,1.0455,,,,119.9,,,0.0145,,,19.1,,6.7,,,,
,26,1.063,,,,126.3,,,0.0175,,,19.1,,6.4,,,,
,27,1.0815,,,,134.1,,,0.0185,,,19.1,,7.8,,,,
,28,1.0915,,,,141.7,,,0.01,,,19.1,,7.6,,,,
,29,1.0945,,,,144.6,,,0.003,,,19.1,,2.9,,,,
,30,1.0975,,,,145.9,,,0.003,,,19.1,,1.3,,,,
,31,1.102,,,,147.4,,,0.0045,,,19.1,,1.5,,,,
,32,1.1085,,,,150.1,,,0.0065,,,19.1,,2.7,,,,
,33,1.117,,,,153.4,,,0.0085,,,19.1,,3.3,,,,
,34,1.1255,,,,157.3,,,0.0085,,,19.1,,3.9,,,,
,35,1.132,,,,160.6,,,0.0065,,,19.1,,3.3,,,,
,36,1.136,,,,163,,,0.004,,,19.1,,2.4,,,,
,37,1.1385,,,,164.7,,,0.0025,,,19.1,,1.7,,,,
,38,1.1425,,,,166,,,0.004,,,19.1,,1.3,,,,
,39,1.1475,,,,167.7,,,0.005,,,19.1,,1.7,,,,
,40,1.153,,,,169.2,,,0.0055,,,19.1,,1.5,,,,
,41,1.1585,,,,171.2,,,0.0055,,,19.1,,2,,,,
,42,1.162,,,,172.6,,,0.0035,,,19.1,,1.4,,,,
,43,1.164,,,,173.5,,,0.002,,,19.1,,0.9,,,,
,44,1.167,,,,174.2,,,0.003,,,19.1,,0.7,,,,
,45,1.1705,,,,175,,,0.0035,,,19.1,,0.8,,,,
,46,1.175,,,,175.9,,,0.0045,,,19.1,,0.9,,,,
,47,1.179,,,,177.1,,,0.004,,,19.1,,1.2,,,,
,48,1.1815,,,,177.8,,,0.0025,,,19.1,,0.7,,,,
,49,1.1835,,,,178.5,,,0.002,,,19.1,,0.7,,,,
,50,1.186,,,,179.1,,,0.0025,,,19.1,,0.6,,,,
,51,1.1885,,,,179.8,,,0.0025,,,19.1,,0.7,,,,
,52,1.191,,,,180.2,,,0.0025,,,19.1,,0.4,,,,
,53,1.1935,,,,180.8,,,0.0025,,,19.1,,0.6,,,,
,54,1.1935,,,,181.3,,,0,,,19.1,,0.5,,,,
,55,1.195,,,,181.6,,,0.0015,,,19.1,,0.3,,,,
,56,1.197,,,,181.8,,,0.002,,,19.1,,0.2,,,,
,57,1.198,,,,182.2,,,0.001,,,19.1,,0.4,,,,
,58,1.198,,,,182.5,,,0,,,19.1,,0.3,,,,
,59,1.2,,,,182.6,,,0.002,,,19.1,,0.1,,,,
,60,1.2,,,,182.9,,,0,,,19.1,,0.3,,,,
,,1.200625,,,,183,,,,,,,,,,,,EP
,61,1.2025,,,,183.3,,,0.0025,,,19.1,,0.4,,,,
,62,1.2025,,,,183.5,,,0,,,19.1,,0.2,,,,
,63,1.2025,,,,183.5,,,0,,,19.1,,0,,,,
,63,1.2025,,,,183.6,,,0,,,19.1,,0.1,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,183.5,,,,,,19.4,,,,,,
,3,0.02,,,,186.7,,0.02,,,,19.4,,,,3.2,,
,6,0.04,,,,190.2,,0.02,,,,19.4,,,,3.5,,
,9,0.06,,,,193.4,,0.02,,,,19.4,,,,3.2,,
,12,0.08,,,,196.4,,0.02,,,,19.4,,,,3,,
,15,0.1,,,,199,,0.02,,,,19.4,,,,2.6,,
,18,0.12,,,,201.4,,0.02,,,,19.4,,,,2.4,,
,21,0.14,,,,203.6,,0.02,,,,19.4,,,,2.2,,
,24,0.16,,,,205.5,,0.02,,,,19.4,,,,1.9,,
,27,0.18,,,,207.2,,0.02,,,,19.4,,,,1.7,,
,30,0.2,,,,208.9,,0.02,,,,19.4,,,,1.7,,
,33,0.22,,,,210.5,,0.02,,,,19.4,,,,1.6,,
,36,0.24,,,,212.1,,0.02,,,,19.4,,,,1.6,,
,39,0.26,,,,213.5,,0.02,,,,19.4,,,,1.4,,
,42,0.28,,,,214.9,,0.02,,,,19.4,,,,1.4,,
,45,0.3,,,,216.2,,0.02,,,,19.4,,,,1.3,,
,48,0.32,,,,217.5,,0.02,,,,19.4,,,,1.3,,
,51,0.34,,,,218.6,,0.02,,,,19.4,,,,1.1,,
,54,0.36,,,,219.7,,0.02,,,,19.4,,,,1.1,,
,57,0.38,,,,220.7,,0.02,,,,19.4,,,,1,,
,60,0.4,,,,221.7,,0.02,,,,19.4,,,,1,,
,63,0.42,,,,222.7,,0.02,,,,19.4,,,,1,,
,66,0.44,,,,223.6,,0.02,,,,19.4,,,,0.9,,
,70,0.46,,,,224.5,,0.02,,,,19.4,,,,0.9,,
,72,0.48,,,,225.4,,0.02,,,,19.4,,,,0.9,,
,76,0.5,,,,226.3,,0.02,,,,19.4,,,,0.9,,
,78,0.52,,,,227.2,,0.02,,,,19.4,,,,0.9,,
,82,0.54,,,,228,,0.02,,,,19.4,,,,0.8,,
,85,0.56,,,,228.7,,0.02,,,,19.4,,,,0.7,,
,88,0.58,,,,229.4,,0.02,,,,19.4,,,,0.7,,
,91,0.6,,,,230.1,,0.02,,,,19.4,,,,0.7,,
,94,0.62,,,,230.8,,0.02,,,,19.4,,,,0.7,,
,97,0.64,,,,231.5,,0.02,,,,19.4,,,,0.7,,
,100,0.66,,,,232.2,,0.02,,,,19.4,,,,0.7,,
,103,0.68,,,,232.9,,0.02,,,,19.4,,,,0.7,,
,106,0.7,,,,233.5,,0.02,,,,19.4,,,,0.6,,
,109,0.72,,,,234.2,,0.02,,,,19.4,,,,0.7,,
,112,0.74,,,,234.8,,0.02,,,,19.4,,,,0.6,,
,115,0.76,,,,235.4,,0.02,,,,19.5,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-62.9,,,,,,19.2,,,,,,,
,2,,,,-62.9,,,,,,19.2,,,,0,,,
,3,,,,-62.9,,,,,,19.2,,,,0,,,
,4,,,,-62.9,,,,,,19.2,,,,0,,,
,5,,,,-62.9,,,,,,19.2,,,,0,,,
,6,,,,-62.9,,,,,,19.2,,,,0,,,
,7,,,,-62.9,,,,,,19.2,,,,0,,,
,8,,,,-62.9,,,,,,19.2,,,,0,,,
,9,,,,-62.9,,,,,,19.2,,,,0,,,
,10,,,,-62.9,,,,,,19.2,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-62.9,,,,,,19.2,,,,,,
,1,0.001,,,,-63,,,0.001,,,19.2,,-0.1,,,,
,2,0.005,,,,-62.9,,,0.004,,,19.2,,0.1,,,,
,3,0.011,,,,-62.7,,,0.006,,,19.2,,0.2,,,,
,4,0.02,,,,-62.2,,,0.009,,,19.2,,0.5,,,,
,5,0.034,,,,-60.8,,,0.014,,,19.2,,1.4,,,,
,6,0.055,,,,-58.3,,,0.021,,,19.2,,2.5,,,,
,7,0.08,,,,-54.9,,,0.025,,,19.2,,3.4,,,,
,8,0.1145,,,,-48.8,,,0.0345,,,19.2,,6.1,,,,
,9,0.157,,,,-40,,,0.0425,,,19.2,,8.8,,,,
,10,0.2085,,,,-28.8,,,0.0515,,,19.2,,11.2,,,,
,11,0.2705,,,,-16.3,,,0.062,,,19.2,,12.5,,,,
,12,0.3445,,,,-3.9,,,0.074,,,19.2,,12.4,,,,
,13,0.421,,,,6,,,0.0765,,,19.2,,9.9,,,,
,14,0.52,,,,19.4,,,0.099,,,19.2,,13.4,,,,
,15,0.6315,,,,35.4,,,0.1115,,,19.2,,16,,,,
,16,0.7565,,,,58,,,0.125,,,19.2,,22.6,,,,
,17,0.8935,,,,77.1,,,0.137,,,19.2,,19.1,,,,
,18,0.9805,,,,102.4,,,0.087,,,19.2,,25.3,,,,
,19,0.981,,,,105.5,,,0.0005,,,19.2,,3.1,,,,
,20,0.984,,,,103.6,,,0.003,,,19.2,,-1.9,,,,
,21,0.989,,,,104.2,,,0.005,,,19.2,,0.6,,,,
,22,0.996,,,,106.4,,,0.007,,,19.2,,2.2,,,,
,23,1.0065,,,,110.3,,,0.0105,,,19.2,,3.9,,,,
,24,1.02,,,,114.8,,,0.0135,,,19.2,,4.5,,,,
,25,1.0345,,,,120.9,,,0.0145,,,19.2,,6.1,,,,
,26,1.0515,,,,127.7,,,0.017,,,19.2,,6.8,,,,
,27,1.067,,,,135.5,,,0.0155,,,19.3,,7.8,,,,
,28,1.076,,,,141.3,,,0.009,,,19.3,,5.8,,,,
,29,1.0815,,,,144.4,,,0.0055,,,19.3,,3.1,,,,
,30,1.088,,,,146.9,,,0.0065,,,19.3,,2.5,,,,
,31,1.0955,,,,150.3,,,0.0075,,,19.3,,3.4,,,,
,32,1.1045,,,,154.2,,,0.009,,,19.3,,3.9,,,,
,33,1.1125,,,,158.1,,,0.008,,,19.3,,3.9,,,,
,34,1.117,,,,161.3,,,0.0045,,,19.3,,3.2,,,,
,35,1.12,,,,163.6,,,0.003,,,19.3,,2.3,,,,
,36,1.123,,,,164.8,,,0.003,,,19.3,,1.2,,,,
,37,1.1265,,,,166.2,,,0.0035,,,19.3,,1.4,,,,
,38,1.131,,,,167.6,,,0.0045,,,19.3,,1.4,,,,
,39,1.1365,,,,169.3,,,0.0055,,,19.3,,1.7,,,,
,40,1.1425,,,,171,,,0.006,,,19.3,,1.7,,,,
,41,1.1465,,,,172.9,,,0.004,,,19.3,,1.9,,,,
,42,1.149,,,,174,,,0.0025,,,19.3,,1.1,,,,
,43,1.1515,,,,174.8,,,0.0025,,,19.3,,0.8,,,,
,44,1.154,,,,175.7,,,0.0025,,,19.3,,0.9,,,,
,45,1.1575,,,,176.4,,,0.0035,,,19.3,,0.7,,,,
,46,1.161,,,,177.3,,,0.0035,,,19.3,,0.9,,,,
,47,1.1635,,,,178.1,,,0.0025,,,19.3,,0.8,,,,
,48,1.1655,,,,178.6,,,0.002,,,19.3,,0.5,,,,
,49,1.168,,,,179.2,,,0.0025,,,19.3,,0.6,,,,
,50,1.1705,,,,179.7,,,0.0025,,,19.3,,0.5,,,,
,51,1.1725,,,,180.2,,,0.002,,,19.3,,0.5,,,,
,52,1.174,,,,180.7,,,0.0015,,,19.3,,0.5,,,,
,53,1.176,,,,181.2,,,0.002,,,19.3,,0.5,,,,
,54,1.177,,,,181.5,,,0.001,,,19.3,,0.3,,,,
,55,1.1775,,,,181.8,,,0.0005,,,19.3,,0.3,,,,
,56,1.1785,,,,182.1,,,0.001,,,19.3,,0.3,,,,
,57,1.1795,,,,182.2,,,0.001,,,19.3,,0.1,,,,
,58,1.1805,,,,182.4,,,0.001,,,19.3,,0.2,,,,
,59,1.1815,,,,182.6,,,0.001,,,19.3,,0.2,,,,
,60,1.182,,,,182.8,,,0.0005,,,19.3,,0.2,,,,
,61,1.183,,,,183,,,0.001,,,19.3,,0.2,,,,
,,1.183,,,,183,,,,,,,,,,,,EP
,62,1.1835,,,,183.2,,,0.0005,,,19.3,,0.2,,,,
,63,1.1835,,,,183.3,,,0,,,19.3,,0.1,,,,
,64,1.1835,,,,183.3,,,0,,,19.3,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,183.4,,,,,,19.6,,,,,,
,3,0.02,,,,186.7,,0.02,,,,19.6,,,,3.3,,
,6,0.04,,,,190.3,,0.02,,,,19.6,,,,3.6,,
,9,0.06,,,,193.5,,0.02,,,,19.6,,,,3.2,,
,12,0.08,,,,196.7,,0.02,,,,19.6,,,,3.2,,
,15,0.1,,,,199.2,,0.02,,,,19.6,,,,2.5,,
,18,0.12,,,,201.7,,0.02,,,,19.6,,,,2.5,,
,21,0.14,,,,203.9,,0.02,,,,19.6,,,,2.2,,
,24,0.16,,,,205.8,,0.02,,,,19.6,,,,1.9,,
,27,0.18,,,,207.5,,0.02,,,,19.6,,,,1.7,,
,30,0.2,,,,209.2,,0.02,,,,19.6,,,,1.7,,
,33,0.22,,,,210.9,,0.02,,,,19.6,,,,1.7,,
,36,0.24,,,,212.4,,0.02,,,,19.6,,,,1.5,,
,39,0.26,,,,213.9,,0.02,,,,19.6,,,,1.5,,
,42,0.28,,,,215.3,,0.02,,,,19.6,,,,1.4,,
,45,0.3,,,,216.6,,0.02,,,,19.6,,,,1.3,,
,48,0.32,,,,217.9,,0.02,,,,19.6,,,,1.3,,
,51,0.34,,,,219,,0.02,,,,19.6,,,,1.1,,
,54,0.36,,,,220.1,,0.02,,,,19.6,,,,1.1,,
,57,0.38,,,,221.1,,0.02,,,,19.6,,,,1,,
,60,0.4,,,,222.1,,0.02,,,,19.6,,,,1,,
,63,0.42,,,,223.1,,0.02,,,,19.6,,,,1,,
,66,0.44,,,,224.1,,0.02,,,,19.6,,,,1,,
,70,0.46,,,,225,,0.02,,,,19.6,,,,0.9,,
,72,0.48,,,,225.9,,0.02,,,,19.6,,,,0.9,,
,76,0.5,,,,226.8,,0.02,,,,19.6,,,,0.9,,
,78,0.52,,,,227.7,,0.02,,,,19.6,,,,0.9,,
,82,0.54,,,,228.5,,0.02,,,,19.6,,,,0.8,,
,84,0.56,,,,229.2,,0.02,,,,19.6,,,,0.7,,
,88,0.58,,,,229.9,,0.02,,,,19.6,,,,0.7,,
,90,0.6,,,,230.6,,0.02,,,,19.6,,,,0.7,,
,94,0.62,,,,231.3,,0.02,,,,19.6,,,,0.7,,
,97,0.64,,,,232,,0.02,,,,19.7,,,,0.7,,
,100,0.66,,,,232.7,,0.02,,,,19.7,,,,0.7,,
,103,0.68,,,,233.4,,0.02,,,,19.7,,,,0.7,,
,106,0.7,,,,234,,0.02,,,,19.7,,,,0.6,,
,109,0.72,,,,234.7,,0.02,,,,19.7,,,,0.7,,
,112,0.74,,,,235.3,,0.02,,,,19.7,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-81.6,,,,,,19.1,,,,,,,
,2,,,,-81.6,,,,,,19.1,,,,0,,,
,3,,,,-81.6,,,,,,19.1,,,,0,,,
,4,,,,-81.6,,,,,,19.1,,,,0,,,
,5,,,,-81.6,,,,,,19.1,,,,0,,,
,6,,,,-81.6,,,,,,19.1,,,,0,,,
,7,,,,-81.7,,,,,,19.1,,,,-0.1,,,
,8,,,,-81.7,,,,,,19.1,,,,0,,,
,9,,,,-81.7,,,,,,19.1,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-81.8,,,,,,19.1,,,,,,
